# Simulation 1 (Up to date)
# 1097 data points written for 11 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
164.796,208.063,-5.073,-0.007,-532.545,-0.014,NaN,NaN,NaN,44.514,89.97
165.055,206.749,-5.075,0.02,-533.74,-0.015,NaN,NaN,NaN,44.514,89.97
165.314,205.436,-5.07,-0.015,-534.904,-0.015,NaN,NaN,NaN,44.514,89.97
165.573,204.123,-5.074,-0.004,-536.058,-0.015,NaN,NaN,NaN,44.514,89.97
165.832,202.81,-5.075,0.053,-537.218,-0.015,NaN,NaN,NaN,44.514,89.97
166.09,201.499,-5.061,-0.034,-538.341,-0.015,NaN,NaN,NaN,44.514,89.97
166.35,200.185,-5.07,-0.007,-539.413,-0.015,NaN,NaN,NaN,44.514,89.97
166.609,198.872,-5.072,-0.005,-540.477,-0.015,NaN,NaN,NaN,44.514,89.97
166.867,197.56,-5.073,0.005,-541.56,-0.015,NaN,NaN,NaN,44.514,89.97
167.126,196.248,-5.072,0.035,-542.639,-0.015,NaN,NaN,NaN,44.514,89.97
167.385,194.937,-5.063,-0.037,-543.678,-0.015,NaN,NaN,NaN,44.514,89.97
167.644,193.624,-5.072,0.031,-544.687,-0.015,NaN,NaN,NaN,44.514,89.97
167.902,192.314,-5.064,-0.01,-545.667,-0.015,NaN,NaN,NaN,44.514,89.97
168.161,191.002,-5.067,0.027,-546.602,-0.015,NaN,NaN,NaN,44.514,89.97
168.42,189.692,-5.06,-0.041,-547.547,-0.015,NaN,NaN,NaN,44.514,89.97
168.679,188.38,-5.07,0.008,-548.533,-0.015,NaN,NaN,NaN,44.514,89.97
168.938,187.069,-5.068,-0.007,-549.51,-0.015,NaN,NaN,NaN,44.514,89.97
169.196,185.758,-5.07,0.001,-550.477,-0.015,NaN,NaN,NaN,44.514,89.97
169.455,184.448,-5.07,0.014,-551.452,-0.016,NaN,NaN,NaN,44.514,89.97
169.713,183.138,-5.066,-0.011,-552.449,-0.016,NaN,NaN,NaN,44.514,89.97
169.972,181.827,-5.069,0.018,-553.468,-0.016,NaN,NaN,NaN,44.514,89.97
170.23,180.518,-5.064,-0.016,-554.51,-0.016,NaN,NaN,NaN,44.514,89.97
170.489,179.208,-5.069,0.014,-555.574,-0.016,NaN,NaN,NaN,44.514,89.97
170.747,177.899,-5.065,0.037,-556.623,-0.016,NaN,NaN,NaN,44.514,89.97
171.006,176.59,-5.055,-0.003,-557.623,-0.016,NaN,NaN,NaN,44.514,89.97
171.265,175.281,-5.056,-0.03,-558.561,-0.016,NaN,NaN,NaN,44.514,89.97
171.524,173.971,-5.064,-0.009,-559.484,-0.016,NaN,NaN,NaN,44.514,89.97
171.782,172.662,-5.066,0.018,-560.43,-0.016,NaN,NaN,NaN,44.514,89.97
172.04,171.354,-5.062,-0.017,-561.403,-0.016,NaN,NaN,NaN,44.514,89.97
172.299,170.045,-5.066,0.039,-562.396,-0.016,NaN,NaN,NaN,44.514,89.97
172.557,168.738,-5.056,-0.027,-563.417,-0.016,NaN,NaN,NaN,44.514,89.97
172.816,167.429,-5.063,0.039,-564.482,-0.016,NaN,NaN,NaN,44.514,89.97
173.074,166.122,-5.053,-0.025,-565.528,-0.016,NaN,NaN,NaN,44.514,89.97
173.333,164.813,-5.059,-0.009,-566.565,-0.016,NaN,NaN,NaN,44.514,89.97
173.592,163.505,-5.062,0.005,-567.637,-0.016,NaN,NaN,NaN,44.514,89.97
173.85,162.198,-5.061,0.098,-568.741,-0.016,NaN,NaN,NaN,44.514,89.97
174.108,160.894,-5.035,-0.1,-569.812,-0.017,NaN,NaN,NaN,44.514,89.97
174.368,159.583,-5.061,0.002,-570.824,-0.017,NaN,NaN,NaN,44.514,89.97
174.626,158.276,-5.061,6.73e-5,-571.832,-0.017,NaN,NaN,NaN,44.514,89.97
175.126,155.746,-5.061,0.068,-573.858,-0.017,NaN,NaN,NaN,44.514,89.97
175.384,154.442,-5.043,-0.067,-574.97,-0.017,NaN,NaN,NaN,44.514,89.97
175.643,153.133,-5.061,0.019,-576.137,-0.017,NaN,NaN,NaN,44.514,89.97
175.901,151.828,-5.056,0.049,-577.287,-0.017,NaN,NaN,NaN,44.514,89.97
176.16,150.524,-5.043,-0.041,-578.376,-0.017,NaN,NaN,NaN,44.514,89.97
176.419,149.217,-5.054,0.009,-579.404,-0.017,NaN,NaN,NaN,44.514,89.97
176.677,147.911,-5.052,-0.009,-580.378,-0.017,NaN,NaN,NaN,44.514,89.97
176.935,146.606,-5.054,-0.018,-581.348,-0.017,NaN,NaN,NaN,44.514,89.97
177.194,145.3,-5.058,-0.004,-582.329,-0.017,NaN,NaN,NaN,44.514,89.97
177.452,143.995,-5.059,0.066,-583.302,-0.017,NaN,NaN,NaN,44.514,89.97
177.709,142.692,-5.042,-0.035,-584.315,-0.017,NaN,NaN,NaN,44.514,89.97
177.968,141.386,-5.052,-0.026,-585.394,-0.017,NaN,NaN,NaN,44.514,89.97
178.226,140.081,-5.058,0.005,-586.498,-0.017,NaN,NaN,NaN,44.514,89.97
178.484,138.776,-5.057,-0.002,-587.594,-0.018,NaN,NaN,NaN,44.514,89.97
178.742,137.472,-5.057,0.016,-588.685,-0.018,NaN,NaN,NaN,44.514,89.97
179,136.169,-5.053,-0.014,-589.762,-0.018,NaN,NaN,NaN,44.514,89.97
179.258,134.864,-5.057,0.031,-590.817,-0.018,NaN,NaN,NaN,44.514,89.97
179.516,133.562,-5.049,-0.029,-591.842,-0.018,NaN,NaN,NaN,44.514,89.97
179.774,132.257,-5.056,0.045,-592.844,-0.018,NaN,NaN,NaN,44.514,89.97
180.032,130.956,-5.045,0.033,-593.879,-0.018,NaN,NaN,NaN,44.514,89.97
180.29,129.653,-5.036,-0.056,-594.989,-0.018,NaN,NaN,NaN,44.514,89.97
180.549,128.349,-5.051,0.009,-596.121,-0.018,NaN,NaN,NaN,44.514,89.97
180.807,127.046,-5.048,-0.01,-597.206,-0.018,NaN,NaN,NaN,44.514,89.97
181.065,125.743,-5.051,0.032,-598.249,-0.018,NaN,NaN,NaN,44.514,89.97
181.323,124.442,-5.043,0.011,-599.241,-0.018,NaN,NaN,NaN,44.514,89.97
181.581,123.14,-5.04,-0.054,-600.168,-0.018,NaN,NaN,NaN,44.514,89.97
181.839,121.836,-5.054,0.028,-601.058,-0.018,NaN,NaN,NaN,44.514,89.97
182.097,120.535,-5.047,-0.025,-601.968,-0.018,NaN,NaN,NaN,44.514,89.97
182.355,119.232,-5.053,0.003,-602.902,-0.018,NaN,NaN,NaN,44.514,89.97
182.612,117.931,-5.052,0.039,-603.839,-0.018,NaN,NaN,NaN,44.514,89.97
182.87,116.631,-5.042,0.069,-604.811,-0.019,NaN,NaN,NaN,44.514,89.97
183.128,115.332,-5.025,-0.096,-605.864,-0.019,NaN,NaN,NaN,44.514,89.97
183.387,114.028,-5.049,0.01,-606.983,-0.019,NaN,NaN,NaN,44.514,89.97
183.645,112.727,-5.047,-0.016,-608.092,-0.019,NaN,NaN,NaN,44.514,89.97
183.902,111.426,-5.051,0.036,-609.178,-0.019,NaN,NaN,NaN,44.514,89.97
184.16,110.126,-5.042,-0.028,-610.288,-0.019,NaN,NaN,NaN,44.514,89.97
184.418,108.825,-5.049,0.033,-611.416,-0.019,NaN,NaN,NaN,44.514,89.97
184.675,107.526,-5.041,-0.02,-612.504,-0.019,NaN,NaN,NaN,44.514,89.97
184.933,106.225,-5.046,-0.007,-613.546,-0.019,NaN,NaN,NaN,44.514,89.97
185.191,104.925,-5.047,-0.005,-614.555,-0.019,NaN,NaN,NaN,44.514,89.97
185.448,103.625,-5.049,0.047,-615.557,-0.019,NaN,NaN,NaN,44.514,89.97
185.706,102.327,-5.037,-0.028,-616.595,-0.019,NaN,NaN,NaN,44.514,89.97
185.964,101.027,-5.044,-0.013,-617.688,-0.019,NaN,NaN,NaN,44.514,89.97
186.221,99.727,-5.047,-7.365e-4,-618.806,-0.019,NaN,NaN,NaN,44.514,89.97
186.479,98.428,-5.048,0.03,-619.926,-0.019,NaN,NaN,NaN,44.514,89.97
186.736,97.13,-5.04,0.005,-621.018,-0.019,NaN,NaN,NaN,44.514,89.97
186.994,95.832,-5.039,-0.023,-622.059,-0.019,NaN,NaN,NaN,44.514,89.97
187.251,94.533,-5.045,0.011,-623.06,-0.02,NaN,NaN,NaN,44.514,89.97
187.509,93.235,-5.042,-0.008,-624.066,-0.02,NaN,NaN,NaN,44.514,89.97
187.766,91.936,-5.044,-0.008,-625.079,-0.02,NaN,NaN,NaN,44.514,89.97
188.024,90.638,-5.046,0.007,-626.073,-0.02,NaN,NaN,NaN,44.514,89.97
188.281,89.34,-5.044,0.003,-627.076,-0.02,NaN,NaN,NaN,44.514,89.97
188.538,88.043,-5.043,-0.007,-628.104,-0.02,NaN,NaN,NaN,44.514,89.97
188.795,86.745,-5.045,0.005,-629.146,-0.02,NaN,NaN,NaN,44.514,89.97
189.052,85.448,-5.044,0.02,-630.196,-0.02,NaN,NaN,NaN,44.514,89.97
189.31,84.152,-5.039,-0.006,-631.277,-0.02,NaN,NaN,NaN,44.514,89.97
189.567,82.854,-5.04,0.012,-632.398,-0.02,NaN,NaN,NaN,44.514,89.97
189.824,81.558,-5.037,-0.008,-633.56,-0.02,NaN,NaN,NaN,44.514,89.97
190.082,80.261,-5.039,-0.006,-634.765,-0.02,NaN,NaN,NaN,44.514,89.97
190.339,78.965,-5.04,0.029,-635.975,-0.02,NaN,NaN,NaN,44.514,89.97
190.596,77.669,-5.033,-0.023,-637.141,-0.02,NaN,NaN,NaN,44.514,89.97
190.854,76.372,-5.039,-0.002,-638.297,-0.02,NaN,NaN,NaN,44.514,89.97
191.111,75.076,-5.039,0.037,-639.483,-0.02,NaN,NaN,NaN,44.514,89.97
191.368,73.782,-5.03,0.021,-640.652,-0.02,NaN,NaN,NaN,44.514,89.97
191.626,72.487,-5.024,-0.016,-641.754,-0.021,NaN,NaN,NaN,44.514,89.97
191.884,71.191,-5.029,-0.043,-642.787,-0.021,NaN,NaN,NaN,44.514,89.97
192.141,69.894,-5.04,0.004,-643.794,-0.021,NaN,NaN,NaN,44.514,89.97
192.398,68.599,-5.039,0.165,-644.818,-0.021,NaN,NaN,NaN,44.514,89.97
192.655,67.31,-4.996,-0.156,-645.914,-0.021,NaN,NaN,NaN,44.514,89.97
192.914,66.01,-5.037,-0.003,-647.065,-0.021,NaN,NaN,NaN,44.514,89.97
193.171,64.715,-5.038,-0.002,-648.18,-0.021,NaN,NaN,NaN,44.514,89.97
193.428,63.421,-5.038,-9.183e-4,-649.29,-0.021,NaN,NaN,NaN,44.514,89.97
193.685,62.126,-5.038,0.048,-650.41,-0.021,NaN,NaN,NaN,44.514,89.97
193.942,60.834,-5.026,-0.031,-651.501,-0.021,NaN,NaN,NaN,44.514,89.97
194.199,59.539,-5.034,-0.01,-652.545,-0.021,NaN,NaN,NaN,44.514,89.97
194.456,58.245,-5.037,0.044,-653.577,-0.021,NaN,NaN,NaN,44.514,89.97
194.713,56.953,-5.026,-0.018,-654.647,-0.021,NaN,NaN,NaN,44.514,89.97
194.971,55.659,-5.03,-0.02,-655.774,-0.021,NaN,NaN,NaN,44.514,89.97
195.228,54.365,-5.036,0.026,-656.914,-0.021,NaN,NaN,NaN,44.514,89.97
195.484,53.072,-5.029,0.091,-658.019,-0.021,NaN,NaN,NaN,44.514,89.97
195.741,51.782,-5.006,-0.115,-659.049,-0.022,NaN,NaN,NaN,44.514,89.97
196,50.486,-5.035,0.022,-660.039,-0.022,NaN,NaN,NaN,44.514,89.97
196.256,49.194,-5.029,-0.013,-661.052,-0.022,NaN,NaN,NaN,44.514,89.97
196.513,47.901,-5.033,0.018,-662.102,-0.022,NaN,NaN,NaN,44.514,89.97
196.77,46.61,-5.028,2.055e-4,-663.187,-0.022,NaN,NaN,NaN,44.514,89.97
197.027,45.318,-5.028,-0.022,-664.273,-0.022,NaN,NaN,NaN,44.514,89.97
197.284,44.025,-5.034,0.002,-665.338,-0.022,NaN,NaN,NaN,44.514,89.97
197.541,42.733,-5.033,0.001,-666.399,-0.022,NaN,NaN,NaN,44.514,89.97
197.797,41.442,-5.033,0.026,-667.461,-0.022,NaN,NaN,NaN,44.514,89.97
198.054,40.151,-5.026,0.02,-668.55,-0.022,NaN,NaN,NaN,44.514,89.97
198.311,38.861,-5.021,-0.042,-669.633,-0.022,NaN,NaN,NaN,44.514,89.97
198.568,37.568,-5.032,0.013,-670.681,-0.022,NaN,NaN,NaN,44.514,89.97
198.824,36.278,-5.029,-6.095e-4,-671.704,-0.022,NaN,NaN,NaN,44.514,89.97
199.081,34.987,-5.029,0.074,-672.726,-0.022,NaN,NaN,NaN,44.514,89.97
199.338,33.699,-5.01,0.016,-673.722,-0.022,NaN,NaN,NaN,44.514,89.97
199.595,32.409,-5.006,-0.097,-674.631,-0.022,NaN,NaN,NaN,44.514,89.97
199.853,31.116,-5.031,0.147,-675.497,-0.022,NaN,NaN,NaN,44.514,89.97
200.109,29.83,-4.993,-0.138,-676.42,-0.022,NaN,NaN,NaN,44.514,89.97
200.368,28.536,-5.028,0.004,-677.418,-0.023,NaN,NaN,NaN,44.514,89.97
200.624,27.246,-5.027,-0.002,-678.408,-0.023,NaN,NaN,NaN,44.514,89.97
200.881,25.957,-5.028,-0.005,-679.372,-0.023,NaN,NaN,NaN,44.514,89.97
201.137,24.667,-5.029,0.023,-680.325,-0.023,NaN,NaN,NaN,44.514,89.97
201.394,23.379,-5.023,-0.015,-681.299,-0.023,NaN,NaN,NaN,44.514,89.97
201.65,22.089,-5.027,0.003,-682.306,-0.023,NaN,NaN,NaN,44.514,89.97
201.907,20.8,-5.026,0.041,-683.337,-0.023,NaN,NaN,NaN,44.514,89.97
202.163,19.513,-5.016,-0.044,-684.411,-0.023,NaN,NaN,NaN,44.514,89.97
202.42,18.223,-5.027,-1.478e-4,-685.514,-0.023,NaN,NaN,NaN,44.514,89.97
202.676,16.935,-5.027,0.009,-686.61,-0.023,NaN,NaN,NaN,44.514,89.97
202.932,15.647,-5.025,-0.004,-687.721,-0.023,NaN,NaN,NaN,44.514,89.97
203.189,14.358,-5.026,0.028,-688.837,-0.023,NaN,NaN,NaN,44.514,89.97
203.445,13.072,-5.019,-0.02,-689.921,-0.023,NaN,NaN,NaN,44.514,89.97
203.702,11.783,-5.024,0.017,-690.994,-0.023,NaN,NaN,NaN,44.514,89.97
203.958,10.496,-5.02,0.044,-692.056,-0.023,NaN,NaN,NaN,44.514,89.97
204.214,9.21,-5.008,-0.048,-693.06,-0.023,NaN,NaN,NaN,44.514,89.97
204.471,7.921,-5.021,0.007,-694.009,-0.023,NaN,NaN,NaN,44.514,89.97
204.728,6.635,-5.019,-0.017,-694.916,-0.024,NaN,NaN,NaN,44.514,89.97
204.984,5.347,-5.023,0.006,-695.81,-0.024,NaN,NaN,NaN,44.514,89.97
205.24,4.061,-5.022,-0.005,-696.724,-0.024,NaN,NaN,NaN,44.514,89.97
205.497,2.774,-5.023,0.019,-697.646,-0.024,NaN,NaN,NaN,44.514,89.97
205.753,1.488,-5.018,0.035,-698.581,-0.024,NaN,NaN,NaN,44.514,89.97
# Event GROUND_HIT occurred at t=206.049 seconds
# Event SIMULATION_END occurred at t=206.049 seconds
206.049,0,-5.008,0.003,-699.733,-0.024,NaN,NaN,NaN,44.514,89.97
